Model_Type,Dataset,Mutation_Level,Mutate_time,Number_of_Mutants,Number_of_Clusters,Neurons_per_Cluster_param,Max_Cluster_Sz,Min_Cluster_Sz,Mean_Cluster_Sz,Cluster_time,Mutation_Score,MS_time,Total_time
examples/fmnist/lenet5-fmnist.keras,fmnist,cluster,0.200774908,228,76,3,40,2,19,0.027686834,0.686842105,123.3724093,123.6008711
examples/fmnist/lenet5-fmnist.keras,fmnist,cluster,0.199458838,228,76,3,40,2,19,0.029804945,0.686842105,121.8935513,122.1228151
examples/fmnist/lenet5-fmnist.keras,fmnist,cluster,0.198859215,228,76,3,40,2,19,0.028239965,0.686842105,120.1779623,120.4050615
examples/fmnist/lenet5-fmnist.keras,fmnist,cluster,0.195641279,228,76,3,40,2,19,0.028202057,0.686842105,123.1126094,123.3364527
examples/fmnist/lenet5-fmnist.keras,fmnist,cluster,0.195387363,228,76,3,40,2,19,0.028214931,0.686842105,122.721401,122.9450033
examples/fmnist/lenet5-fmnist.keras,fmnist,cluster,0.198646545,228,76,3,40,2,19,0.027874231,0.686842105,123.6551645,123.8816853
examples/fmnist/lenet5-fmnist.keras,fmnist,cluster,0.148126841,171,57,4,30,2,14.25,0.02299571,0.701169591,90.16667962,90.33780217
examples/fmnist/lenet5-fmnist.keras,fmnist,cluster,0.147334814,171,57,4,30,2,14.25,0.02238512,0.701169591,90.49927211,90.66899204
examples/fmnist/lenet5-fmnist.keras,fmnist,cluster,0.145678759,171,57,4,30,2,14.25,0.022704124,0.701169591,91.26252103,91.43090391
examples/fmnist/lenet5-fmnist.keras,fmnist,cluster,0.148253441,171,57,4,30,2,14.25,0.024252892,0.701169591,90.73666787,90.9091742
examples/fmnist/lenet5-fmnist.keras,fmnist,cluster,0.147435665,171,57,4,30,2,14.25,0.022497892,0.701169591,90.23746109,90.40739465
examples/fmnist/lenet5-fmnist.keras,fmnist,cluster,0.147082567,171,57,4,30,2,14.25,0.023132086,0.701169591,91.20925522,91.37946987
examples/fmnist/lenet5-fmnist.keras,fmnist,cluster,0.123834133,141,47,5,24,2,11.75,0.021620512,0.719148936,75.82555366,75.9710083
examples/fmnist/lenet5-fmnist.keras,fmnist,cluster,0.123564243,141,47,5,24,2,11.75,0.021111488,0.719148936,75.66654444,75.81122017
examples/fmnist/lenet5-fmnist.keras,fmnist,cluster,0.123068333,141,47,5,24,2,11.75,0.021303892,0.719148936,75.64445472,75.78882694
examples/fmnist/lenet5-fmnist.keras,fmnist,cluster,0.123047352,141,47,5,24,2,11.75,0.021225929,0.719148936,76.26445055,76.40872383
examples/fmnist/lenet5-fmnist.keras,fmnist,cluster,0.125264168,141,47,5,24,2,11.75,0.0207901,0.719148936,74.88088799,75.02694225
examples/fmnist/lenet5-fmnist.keras,fmnist,cluster,0.124849081,141,47,5,24,2,11.75,0.020858049,0.719148936,76.27452779,76.42023492
examples/fmnist/lenet5-fmnist.keras,fmnist,cluster,0.099475622,114,38,6,20,1,9.5,0.018428326,0.720175439,60.31590033,60.43380427
examples/fmnist/lenet5-fmnist.keras,fmnist,cluster,0.09929204,114,38,6,20,1,9.5,0.018736362,0.720175439,61.11963582,61.23766422
examples/fmnist/lenet5-fmnist.keras,fmnist,cluster,0.099598885,114,38,6,20,1,9.5,0.018209696,0.720175439,59.33003736,59.44784594
examples/fmnist/lenet5-fmnist.keras,fmnist,cluster,0.099727154,114,38,6,20,1,9.5,0.01949811,0.720175439,60.48602724,60.6052525
examples/fmnist/lenet5-fmnist.keras,fmnist,cluster,0.100608587,114,38,6,20,1,9.5,0.019010782,0.720175439,60.25485468,60.37447405
examples/fmnist/lenet5-fmnist.keras,fmnist,cluster,0.098850489,114,38,6,20,1,9.5,0.018891335,0.720175439,60.67210174,60.78984356
examples/fmnist/lenet5-fmnist.keras,fmnist,cluster,0.088358879,102,34,7,18,1,8.5,0.017406225,0.724509804,55.74957228,55.85533738
examples/fmnist/lenet5-fmnist.keras,fmnist,cluster,0.089649916,102,34,7,18,1,8.5,0.018003941,0.724509804,55.02202153,55.12967539
examples/fmnist/lenet5-fmnist.keras,fmnist,cluster,0.089700937,102,34,7,18,1,8.5,0.018563032,0.724509804,54.8211937,54.92945766
examples/fmnist/lenet5-fmnist.keras,fmnist,cluster,0.090399742,102,34,7,18,1,8.5,0.018393993,0.724509804,54.49697709,54.60577083
examples/fmnist/lenet5-fmnist.keras,fmnist,cluster,0.092030287,102,34,7,18,1,8.5,0.018545866,0.724509804,54.75194812,54.86252427
examples/fmnist/lenet5-fmnist.keras,fmnist,cluster,0.089996099,102,34,7,18,1,8.5,0.018139124,0.724509804,54.15989494,54.26803017
examples/fmnist/lenet5-fmnist.keras,fmnist,cluster,0.07704854,87,29,8,15,1,7.25,0.017215252,0.71954023,46.78935409,46.88361788
examples/fmnist/lenet5-fmnist.keras,fmnist,cluster,0.077319145,87,29,8,15,1,7.25,0.017338514,0.71954023,46.30060935,46.39526701
examples/fmnist/lenet5-fmnist.keras,fmnist,cluster,0.077417135,87,29,8,15,1,7.25,0.016205549,0.71954023,46.02155924,46.11518192
examples/fmnist/lenet5-fmnist.keras,fmnist,cluster,0.076188326,87,29,8,15,1,7.25,0.016614914,0.71954023,45.4865756,45.57937884
examples/fmnist/lenet5-fmnist.keras,fmnist,cluster,0.077102661,87,29,8,15,1,7.25,0.016627312,0.71954023,45.98438811,46.07811809
examples/fmnist/lenet5-fmnist.keras,fmnist,cluster,0.07642293,87,29,8,15,1,7.25,0.016888142,0.71954023,45.69865823,45.7919693
examples/fmnist/lenet5-fmnist.keras,fmnist,cluster,0.070730448,81,27,9,14,1,6.75,0.016656876,0.719753086,44.23475266,44.32213998
examples/fmnist/lenet5-fmnist.keras,fmnist,cluster,0.071502686,81,27,9,14,1,6.75,0.016782522,0.719753086,44.07113624,44.15942144
examples/fmnist/lenet5-fmnist.keras,fmnist,cluster,0.07317996,81,27,9,14,1,6.75,0.016371965,0.719753086,43.81883907,43.908391
examples/fmnist/lenet5-fmnist.keras,fmnist,cluster,0.074263096,81,27,9,14,1,6.75,0.016789436,0.719753086,43.0189023,43.10995483
examples/fmnist/lenet5-fmnist.keras,fmnist,cluster,0.073331356,81,27,9,14,1,6.75,0.016564369,0.719753086,43.93817067,44.0280664
examples/fmnist/lenet5-fmnist.keras,fmnist,cluster,0.07276535,81,27,9,14,1,6.75,0.016956329,0.719753086,43.03541398,43.12513566
examples/fmnist/lenet5-fmnist.keras,fmnist,cluster,0.063551188,72,24,10,12,1,6,0.015817881,0.730555556,37.68929505,37.76866412
examples/fmnist/lenet5-fmnist.keras,fmnist,cluster,0.064773321,72,24,10,12,1,6,0.016100883,0.730555556,38.16643977,38.24731398
examples/fmnist/lenet5-fmnist.keras,fmnist,cluster,0.065089703,72,24,10,12,1,6,0.015419483,0.730555556,37.96461797,38.04512715
examples/fmnist/lenet5-fmnist.keras,fmnist,cluster,0.064256907,72,24,10,12,1,6,0.015118122,0.730555556,38.59302092,38.67239594
examples/fmnist/lenet5-fmnist.keras,fmnist,cluster,0.06393218,72,24,10,12,1,6,0.01571846,0.730555556,38.23521209,38.31486273
examples/fmnist/lenet5-fmnist.keras,fmnist,cluster,0.064028263,72,24,10,12,1,6,0.015408754,0.730555556,38.3370204,38.41645741
examples/kmnist/fcnn-kmnist.keras,kmnist,cluster,0.422183037,450,150,1,50,50,50,0.042933702,0.686666667,227.261286,227.7264028
examples/kmnist/fcnn-kmnist.keras,kmnist,cluster,0.411471128,450,150,1,50,50,50,0.051126719,0.686666667,226.1523335,226.6149313
examples/kmnist/fcnn-kmnist.keras,kmnist,cluster,0.412129879,450,150,1,50,50,50,0.042557716,0.686666667,227.9671006,228.4217882
examples/kmnist/fcnn-kmnist.keras,kmnist,cluster,0.407675028,450,150,1,50,50,50,0.043681383,0.686666667,228.0878108,228.5391672
examples/kmnist/fcnn-kmnist.keras,kmnist,cluster,0.422279835,450,150,1,50,50,50,0.043127298,0.686666667,228.6102312,229.0756383
examples/kmnist/fcnn-kmnist.keras,kmnist,cluster,0.409226418,450,150,1,50,50,50,0.049558401,0.686666667,228.2857502,228.744535
examples/kmnist/fcnn-kmnist.keras,kmnist,cluster,0.20986867,225,75,2,25,25,25,0.027931929,0.757333333,112.069463,112.3072636
examples/kmnist/fcnn-kmnist.keras,kmnist,cluster,0.203069448,225,75,2,25,25,25,0.026594639,0.757333333,112.4371495,112.6668136
examples/kmnist/fcnn-kmnist.keras,kmnist,cluster,0.205080748,225,75,2,25,25,25,0.02628541,0.757333333,112.812279,113.0436451
examples/kmnist/fcnn-kmnist.keras,kmnist,cluster,0.20371151,225,75,2,25,25,25,0.025739908,0.757333333,112.5762563,112.8057077
examples/kmnist/fcnn-kmnist.keras,kmnist,cluster,0.208995342,225,75,2,25,25,25,0.027064323,0.757333333,112.7862055,113.0222652
examples/kmnist/fcnn-kmnist.keras,kmnist,cluster,0.201737404,225,75,2,25,25,25,0.024950027,0.757333333,112.1037633,112.3304508
examples/kmnist/fcnn-kmnist.keras,kmnist,cluster,0.14763093,153,51,3,17,17,17,0.02244997,0.805228758,77.09619522,77.26627612
examples/kmnist/fcnn-kmnist.keras,kmnist,cluster,0.145158052,153,51,3,17,17,17,0.021464348,0.805228758,76.14644599,76.31306839
examples/kmnist/fcnn-kmnist.keras,kmnist,cluster,0.142257452,153,51,3,17,17,17,0.022246361,0.805228758,77.88243151,78.04693532
examples/kmnist/fcnn-kmnist.keras,kmnist,cluster,0.145579576,153,51,3,17,17,17,0.021174908,0.805228758,77.73535705,77.90211153
examples/kmnist/fcnn-kmnist.keras,kmnist,cluster,0.144164562,153,51,3,17,17,17,0.021210194,0.805228758,79.06211448,79.22748923
examples/kmnist/fcnn-kmnist.keras,kmnist,cluster,0.144824982,153,51,3,17,17,17,0.022814035,0.805228758,78.78083658,78.9484756
examples/kmnist/fcnn-kmnist.keras,kmnist,cluster,0.108115911,117,39,4,13,13,13,0.01866889,0.824786325,58.6478796,58.7746644
examples/kmnist/fcnn-kmnist.keras,kmnist,cluster,0.110719204,117,39,4,13,13,13,0.017701626,0.824786325,58.24958658,58.37800741
examples/kmnist/fcnn-kmnist.keras,kmnist,cluster,0.109663486,117,39,4,13,13,13,0.019656181,0.824786325,59.03048968,59.15980935
examples/kmnist/fcnn-kmnist.keras,kmnist,cluster,0.108322382,117,39,4,13,13,13,0.017803431,0.824786325,57.91918921,58.04531503
examples/kmnist/fcnn-kmnist.keras,kmnist,cluster,0.107289076,117,39,4,13,13,13,0.018200159,0.824786325,58.56988001,58.69536924
examples/kmnist/fcnn-kmnist.keras,kmnist,cluster,0.10777092,117,39,4,13,13,13,0.018738985,0.824786325,58.25495529,58.3814652
examples/kmnist/fcnn-kmnist.keras,kmnist,cluster,0.086587906,90,30,5,10,10,10,0.016915798,0.844444444,46.47200608,46.57550979
examples/kmnist/fcnn-kmnist.keras,kmnist,cluster,0.086374998,90,30,5,10,10,10,0.016463518,0.844444444,45.44457436,45.54741287
examples/kmnist/fcnn-kmnist.keras,kmnist,cluster,0.086491585,90,30,5,10,10,10,0.016331434,0.844444444,46.32074046,46.42356348
examples/kmnist/fcnn-kmnist.keras,kmnist,cluster,0.085432053,90,30,5,10,10,10,0.017333031,0.844444444,46.70986557,46.81263065
examples/kmnist/fcnn-kmnist.keras,kmnist,cluster,0.085685492,90,30,5,10,10,10,0.017023087,0.844444444,46.51471949,46.61742806
examples/kmnist/fcnn-kmnist.keras,kmnist,cluster,0.08511281,90,30,5,10,10,10,0.016967773,0.844444444,45.33249664,45.43457723
examples/kmnist/fcnn-kmnist.keras,kmnist,cluster,0.075366974,81,27,6,9,9,9,0.014904976,0.859259259,40.8554821,40.94575405
examples/kmnist/fcnn-kmnist.keras,kmnist,cluster,0.076915264,81,27,6,9,9,9,0.015608549,0.859259259,40.23212218,40.324646
examples/kmnist/fcnn-kmnist.keras,kmnist,cluster,0.074986219,81,27,6,9,9,9,0.016401768,0.859259259,40.68744564,40.77883363
examples/kmnist/fcnn-kmnist.keras,kmnist,cluster,0.077502489,81,27,6,9,9,9,0.014971733,0.859259259,40.52814531,40.62061954
examples/kmnist/fcnn-kmnist.keras,kmnist,cluster,0.078864336,81,27,6,9,9,9,0.014597178,0.859259259,40.24451947,40.33798099
examples/kmnist/fcnn-kmnist.keras,kmnist,cluster,0.076364994,81,27,6,9,9,9,0.016589642,0.859259259,40.42475343,40.51770806
examples/kmnist/fcnn-kmnist.keras,kmnist,cluster,0.068062067,72,24,7,8,8,8,0.013423681,0.868055556,36.78288102,36.86436677
examples/kmnist/fcnn-kmnist.keras,kmnist,cluster,0.072414875,72,24,7,8,8,8,0.013819695,0.868055556,36.45296979,36.53920436
examples/kmnist/fcnn-kmnist.keras,kmnist,cluster,0.072262049,72,24,7,8,8,8,0.014556885,0.868055556,36.80760884,36.89442778
examples/kmnist/fcnn-kmnist.keras,kmnist,cluster,0.066012383,72,24,7,8,8,8,0.013244152,0.868055556,36.66805482,36.74731135
examples/kmnist/fcnn-kmnist.keras,kmnist,cluster,0.067415237,72,24,7,8,8,8,0.014200449,0.868055556,36.7718606,36.85347629
examples/kmnist/fcnn-kmnist.keras,kmnist,cluster,0.072528839,72,24,7,8,8,8,0.014070988,0.868055556,36.70849037,36.7950902
examples/kmnist/fcnn-kmnist.keras,kmnist,cluster,0.059633255,63,21,8,7,7,7,0.013700247,0.884126984,31.86308455,31.93641806
examples/kmnist/fcnn-kmnist.keras,kmnist,cluster,0.06120801,63,21,8,7,7,7,0.01339817,0.884126984,31.4400115,31.51461768
examples/kmnist/fcnn-kmnist.keras,kmnist,cluster,0.059700966,63,21,8,7,7,7,0.013306379,0.884126984,30.9462769,31.01928425
examples/kmnist/fcnn-kmnist.keras,kmnist,cluster,0.061353683,63,21,8,7,7,7,0.013343334,0.884126984,31.70814466,31.78284168
examples/kmnist/fcnn-kmnist.keras,kmnist,cluster,0.060193539,63,21,8,7,7,7,0.0132761,0.884126984,31.62377214,31.69724178
examples/kmnist/fcnn-kmnist.keras,kmnist,cluster,0.059793949,63,21,8,7,7,7,0.013860226,0.884126984,31.68073583,31.75439
examples/kmnist/fcnn-kmnist.keras,kmnist,cluster,0.055411816,54,18,9,6,6,6,0.012207031,0.894444444,27.62375784,27.69137669
examples/kmnist/fcnn-kmnist.keras,kmnist,cluster,0.051851034,54,18,9,6,6,6,0.012180328,0.894444444,27.57562804,27.6396594
examples/kmnist/fcnn-kmnist.keras,kmnist,cluster,0.054269075,54,18,9,6,6,6,0.012116671,0.894444444,27.20136213,27.26774788
examples/kmnist/fcnn-kmnist.keras,kmnist,cluster,0.049356937,54,18,9,6,6,6,0.011892319,0.894444444,26.78471351,26.84596276
examples/kmnist/fcnn-kmnist.keras,kmnist,cluster,0.049439192,54,18,9,6,6,6,0.012348652,0.894444444,27.07986403,27.14165187
examples/kmnist/fcnn-kmnist.keras,kmnist,cluster,0.0513978,54,18,9,6,6,6,0.01203084,0.894444444,26.72903442,26.79246306
examples/kmnist/fcnn-kmnist.keras,kmnist,cluster,0.042311668,45,15,10,5,5,5,0.011739969,0.904444444,22.52017975,22.57423139
examples/kmnist/fcnn-kmnist.keras,kmnist,cluster,0.043264151,45,15,10,5,5,5,0.012717485,0.904444444,22.73376465,22.78974628
examples/kmnist/fcnn-kmnist.keras,kmnist,cluster,0.043038845,45,15,10,5,5,5,0.012102127,0.904444444,22.40398145,22.45912242
examples/kmnist/fcnn-kmnist.keras,kmnist,cluster,0.043875694,45,15,10,5,5,5,0.012322664,0.904444444,22.33769369,22.39389205
examples/kmnist/fcnn-kmnist.keras,kmnist,cluster,0.042527437,45,15,10,5,5,5,0.012181759,0.904444444,22.80354524,22.85825443
examples/kmnist/fcnn-kmnist.keras,kmnist,cluster,0.041652203,45,15,10,5,5,5,0.012299061,0.904444444,22.35761356,22.41156483
examples/kmnist/lenet5-kmnist.keras,kmnist,cluster,0.5677526,678,226,1,120,6,56.5,0.069825888,0.569616519,373.2784014,373.9159799
examples/kmnist/lenet5-kmnist.keras,kmnist,cluster,0.570435762,678,226,1,120,6,56.5,0.058015823,0.569616519,374.2543919,374.8828435
examples/kmnist/lenet5-kmnist.keras,kmnist,cluster,0.570934296,678,226,1,120,6,56.5,0.063911676,0.569616519,373.4128036,374.0476496
examples/kmnist/lenet5-kmnist.keras,kmnist,cluster,0.568743706,678,226,1,120,6,56.5,0.061889172,0.569616519,375.1363218,375.7669547
examples/kmnist/lenet5-kmnist.keras,kmnist,cluster,0.572074652,678,226,1,120,6,56.5,0.058031082,0.569616519,374.7974687,375.4275744
examples/kmnist/lenet5-kmnist.keras,kmnist,cluster,0.57131815,678,226,1,120,6,56.5,0.066071272,0.569616519,374.3219929,374.9593823
examples/kmnist/lenet5-kmnist.keras,kmnist,cluster,0.287194967,339,113,2,60,3,28.25,0.034155369,0.616224189,185.8327386,186.154089
examples/kmnist/lenet5-kmnist.keras,kmnist,cluster,0.290019989,339,113,2,60,3,28.25,0.036135435,0.616224189,185.5586684,185.8848238
examples/kmnist/lenet5-kmnist.keras,kmnist,cluster,0.289142609,339,113,2,60,3,28.25,0.036799431,0.616224189,186.2604537,186.5863957
examples/kmnist/lenet5-kmnist.keras,kmnist,cluster,0.289143562,339,113,2,60,3,28.25,0.034491539,0.616224189,186.7378318,187.0614669
examples/kmnist/lenet5-kmnist.keras,kmnist,cluster,0.293662548,339,113,2,60,3,28.25,0.037195444,0.616224189,187.4265652,187.7574232
examples/kmnist/lenet5-kmnist.keras,kmnist,cluster,0.286556959,339,113,2,60,3,28.25,0.037260771,0.616224189,187.2626865,187.5865042
examples/kmnist/lenet5-kmnist.keras,kmnist,cluster,0.193901539,228,76,3,40,2,19,0.027490616,0.649122807,126.1413572,126.3627493
examples/kmnist/lenet5-kmnist.keras,kmnist,cluster,0.193697453,228,76,3,40,2,19,0.026695013,0.649122807,125.9246893,126.1450818
examples/kmnist/lenet5-kmnist.keras,kmnist,cluster,0.190978527,228,76,3,40,2,19,0.026326418,0.649122807,125.7206995,125.9380045
examples/kmnist/lenet5-kmnist.keras,kmnist,cluster,0.196950674,228,76,3,40,2,19,0.02798605,0.649122807,126.54776,126.7726967
examples/kmnist/lenet5-kmnist.keras,kmnist,cluster,0.195101261,228,76,3,40,2,19,0.026574612,0.649122807,126.2065935,126.4282694
examples/kmnist/lenet5-kmnist.keras,kmnist,cluster,0.194554329,228,76,3,40,2,19,0.027016878,0.649122807,125.4604509,125.6820221
examples/kmnist/lenet5-kmnist.keras,kmnist,cluster,0.148303509,171,57,4,30,2,14.25,0.024335384,0.669590643,93.60604,93.77867889
examples/kmnist/lenet5-kmnist.keras,kmnist,cluster,0.14986968,171,57,4,30,2,14.25,0.022969961,0.669590643,94.87863755,95.05147719
examples/kmnist/lenet5-kmnist.keras,kmnist,cluster,0.152833939,171,57,4,30,2,14.25,0.022735834,0.669590643,94.70454001,94.88010979
examples/kmnist/lenet5-kmnist.keras,kmnist,cluster,0.14903903,171,57,4,30,2,14.25,0.023706436,0.669590643,94.24726224,94.42000771
examples/kmnist/lenet5-kmnist.keras,kmnist,cluster,0.149633169,171,57,4,30,2,14.25,0.022748947,0.669590643,94.40121174,94.57359385
examples/kmnist/lenet5-kmnist.keras,kmnist,cluster,0.151754379,171,57,4,30,2,14.25,0.024370909,0.669590643,94.01558518,94.19171047
examples/kmnist/lenet5-kmnist.keras,kmnist,cluster,0.122929573,141,47,5,24,2,11.75,0.021201849,0.682978723,78.54485512,78.68898654
examples/kmnist/lenet5-kmnist.keras,kmnist,cluster,0.12269187,141,47,5,24,2,11.75,0.02067852,0.682978723,78.0474031,78.19077349
examples/kmnist/lenet5-kmnist.keras,kmnist,cluster,0.123703241,141,47,5,24,2,11.75,0.020996332,0.682978723,78.24567008,78.39036965
examples/kmnist/lenet5-kmnist.keras,kmnist,cluster,0.12463975,141,47,5,24,2,11.75,0.020967484,0.682978723,78.13193893,78.27754617
examples/kmnist/lenet5-kmnist.keras,kmnist,cluster,0.122361422,141,47,5,24,2,11.75,0.020389557,0.682978723,79.15542364,79.29817462
examples/kmnist/lenet5-kmnist.keras,kmnist,cluster,0.122388124,141,47,5,24,2,11.75,0.021123886,0.682978723,77.62290645,77.76641846
examples/kmnist/lenet5-kmnist.keras,kmnist,cluster,0.101442814,114,38,6,20,1,9.5,0.018223047,0.68245614,62.77590418,62.89557004
examples/kmnist/lenet5-kmnist.keras,kmnist,cluster,0.100269556,114,38,6,20,1,9.5,0.0198946,0.68245614,62.71625614,62.8364203
examples/kmnist/lenet5-kmnist.keras,kmnist,cluster,0.101784229,114,38,6,20,1,9.5,0.019670248,0.68245614,63.35166502,63.4731195
examples/kmnist/lenet5-kmnist.keras,kmnist,cluster,0.101496935,114,38,6,20,1,9.5,0.019008398,0.68245614,62.83761048,62.95811582
examples/kmnist/lenet5-kmnist.keras,kmnist,cluster,0.101111889,114,38,6,20,1,9.5,0.018620491,0.68245614,62.86005425,62.97978663
examples/kmnist/lenet5-kmnist.keras,kmnist,cluster,0.100143433,114,38,6,20,1,9.5,0.019315004,0.68245614,63.59712839,63.71658683
examples/kmnist/lenet5-kmnist.keras,kmnist,cluster,0.085380793,102,34,7,18,1,8.5,0.017416477,0.689215686,57.67991686,57.78271413
examples/kmnist/lenet5-kmnist.keras,kmnist,cluster,0.090361595,102,34,7,18,1,8.5,0.017962933,0.689215686,57.12306643,57.23139095
examples/kmnist/lenet5-kmnist.keras,kmnist,cluster,0.091711044,102,34,7,18,1,8.5,0.017988443,0.689215686,56.93105197,57.04075146
examples/kmnist/lenet5-kmnist.keras,kmnist,cluster,0.089387178,102,34,7,18,1,8.5,0.018361092,0.689215686,57.61857843,57.7263267
examples/kmnist/lenet5-kmnist.keras,kmnist,cluster,0.089344501,102,34,7,18,1,8.5,0.018263817,0.689215686,57.26530719,57.37291551
examples/kmnist/lenet5-kmnist.keras,kmnist,cluster,0.088715076,102,34,7,18,1,8.5,0.017724752,0.689215686,58.19865918,58.30509901
examples/kmnist/lenet5-kmnist.keras,kmnist,cluster,0.080171824,87,29,8,15,1,7.25,0.016791344,0.689655172,47.49526453,47.5922277
examples/kmnist/lenet5-kmnist.keras,kmnist,cluster,0.078129053,87,29,8,15,1,7.25,0.016689301,0.689655172,48.24201775,48.3368361
examples/kmnist/lenet5-kmnist.keras,kmnist,cluster,0.077719927,87,29,8,15,1,7.25,0.016717911,0.689655172,48.17657447,48.27101231
examples/kmnist/lenet5-kmnist.keras,kmnist,cluster,0.076389313,87,29,8,15,1,7.25,0.017231941,0.689655172,48.13179088,48.22541213
examples/kmnist/lenet5-kmnist.keras,kmnist,cluster,0.077609539,87,29,8,15,1,7.25,0.01682353,0.689655172,47.87147856,47.96591163
examples/kmnist/lenet5-kmnist.keras,kmnist,cluster,0.077473402,87,29,8,15,1,7.25,0.016761541,0.689655172,48.29376864,48.38800359
examples/kmnist/lenet5-kmnist.keras,kmnist,cluster,0.072116375,81,27,9,14,1,6.75,0.016264439,0.690123457,45.39132047,45.47970128
examples/kmnist/lenet5-kmnist.keras,kmnist,cluster,0.073282003,81,27,9,14,1,6.75,0.01702857,0.690123457,46.24747705,46.33778763
examples/kmnist/lenet5-kmnist.keras,kmnist,cluster,0.075643301,81,27,9,14,1,6.75,0.016452789,0.690123457,46.06974697,46.16184306
examples/kmnist/lenet5-kmnist.keras,kmnist,cluster,0.072872639,81,27,9,14,1,6.75,0.016685963,0.690123457,45.10925174,45.19881034
examples/kmnist/lenet5-kmnist.keras,kmnist,cluster,0.072645426,81,27,9,14,1,6.75,0.016477823,0.690123457,45.22796273,45.31708598
examples/kmnist/lenet5-kmnist.keras,kmnist,cluster,0.071959972,81,27,9,14,1,6.75,0.016399384,0.690123457,45.65489435,45.74325371
examples/kmnist/lenet5-kmnist.keras,kmnist,cluster,0.06522584,72,24,10,12,1,6,0.015854597,0.698611111,40.16548371,40.24656415
examples/kmnist/lenet5-kmnist.keras,kmnist,cluster,0.064270735,72,24,10,12,1,6,0.015777826,0.698611111,39.72504306,39.80509162
examples/kmnist/lenet5-kmnist.keras,kmnist,cluster,0.064935446,72,24,10,12,1,6,0.016031504,0.698611111,39.86776161,39.94872856
examples/kmnist/lenet5-kmnist.keras,kmnist,cluster,0.064053774,72,24,10,12,1,6,0.015702248,0.698611111,39.65916991,39.73892593
examples/kmnist/lenet5-kmnist.keras,kmnist,cluster,0.064447403,72,24,10,12,1,6,0.016066074,0.698611111,40.24568224,40.32619572
examples/kmnist/lenet5-kmnist.keras,kmnist,cluster,0.064097881,72,24,10,12,1,6,0.015652895,0.698611111,39.65713644,39.73688722
examples/mnist/fcnn-mnist.keras,mnist,cluster,0.414280891,450,150,1,50,50,50,0.051072836,0.530666667,245.2716215,245.7369752
examples/mnist/fcnn-mnist.keras,mnist,cluster,0.443331718,450,150,1,50,50,50,0.053238392,0.530666667,248.3144348,248.8110049
examples/mnist/fcnn-mnist.keras,mnist,cluster,0.439187527,450,150,1,50,50,50,0.050059795,0.530666667,249.5611887,250.050436
examples/mnist/fcnn-mnist.keras,mnist,cluster,0.42473793,450,150,1,50,50,50,0.047731876,0.530666667,250.9752104,251.4476802
examples/mnist/fcnn-mnist.keras,mnist,cluster,0.407838583,450,150,1,50,50,50,0.045256376,0.530666667,249.1247194,249.5778143
examples/mnist/fcnn-mnist.keras,mnist,cluster,0.420042753,450,150,1,50,50,50,0.044948816,0.530666667,248.0790694,248.5440609
examples/mnist/fcnn-mnist.keras,mnist,cluster,0.206088305,225,75,2,25,25,25,0.049174309,0.616444444,121.4612107,121.7164733
examples/mnist/fcnn-mnist.keras,mnist,cluster,0.208407164,225,75,2,25,25,25,0.026804209,0.616444444,121.7289891,121.9642005
examples/mnist/fcnn-mnist.keras,mnist,cluster,0.197431326,225,75,2,25,25,25,0.027314901,0.616444444,122.5645115,122.7892578
examples/mnist/fcnn-mnist.keras,mnist,cluster,0.196713448,225,75,2,25,25,25,0.027089119,0.616444444,122.260097,122.4838996
examples/mnist/fcnn-mnist.keras,mnist,cluster,0.202567577,225,75,2,25,25,25,0.027139664,0.616444444,122.9078734,123.1375806
examples/mnist/fcnn-mnist.keras,mnist,cluster,0.203286409,225,75,2,25,25,25,0.026407003,0.616444444,123.0340095,123.2637029
examples/mnist/fcnn-mnist.keras,mnist,cluster,0.144158363,153,51,3,17,17,17,0.020874977,0.656862745,85.83247662,85.99750996
examples/mnist/fcnn-mnist.keras,mnist,cluster,0.141678333,153,51,3,17,17,17,0.021616936,0.656862745,83.9044137,84.06770897
examples/mnist/fcnn-mnist.keras,mnist,cluster,0.148044586,153,51,3,17,17,17,0.021415234,0.656862745,85.5008812,85.67034101
examples/mnist/fcnn-mnist.keras,mnist,cluster,0.146303177,153,51,3,17,17,17,0.022363663,0.656862745,85.79920769,85.96787453
examples/mnist/fcnn-mnist.keras,mnist,cluster,0.14464426,153,51,3,17,17,17,0.021601915,0.656862745,85.33367467,85.49992085
examples/mnist/fcnn-mnist.keras,mnist,cluster,0.147352219,153,51,3,17,17,17,0.021489143,0.656862745,85.40922284,85.5780642
examples/mnist/fcnn-mnist.keras,mnist,cluster,0.10519433,117,39,4,13,13,13,0.018047571,0.68034188,64.28936481,64.41260672
examples/mnist/fcnn-mnist.keras,mnist,cluster,0.108767033,117,39,4,13,13,13,0.01780057,0.68034188,64.84394598,64.97051358
examples/mnist/fcnn-mnist.keras,mnist,cluster,0.104098558,117,39,4,13,13,13,0.018838167,0.68034188,64.70031714,64.82325387
examples/mnist/fcnn-mnist.keras,mnist,cluster,0.107360125,117,39,4,13,13,13,0.017729759,0.68034188,63.17516875,63.30025864
examples/mnist/fcnn-mnist.keras,mnist,cluster,0.103429794,117,39,4,13,13,13,0.018202782,0.68034188,63.88115025,64.00278282
